review_id,order_id,customer_id,product_id,product_name,category,region,stars,sentiment,review_text,review_date
R04784,ORD002475,UC01368,P0029,Portemonnaie Slim,Accessoires,Thüringen,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-09-10
R04785,ORD005739,UC03196,P0039,Laufjacke Wind,Sport,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-06-29
R04786,ORD006420,UC03575,P0010,Chino Slim Pierre,Herrenmode,Hessen,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-07-04
R04787,ORD008191,UC04570,P0001,Slim-Fit Bluse,Damenmode,Berlin,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-12-25
R04788,ORD012109,UC06758,P0011,Kapuzenpulli Anton,Herrenmode,Bayern,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-03-19
R04789,ORD008318,UC04640,P0010,Chino Slim Pierre,Herrenmode,Hessen,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-05-31
R04790,ORD003054,UC01683,P0024,Ballerina Soft,Schuhe,NRW,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-11-16
R04791,ORD000096,UC00047,P0013,Leinenhemd Matteo,Herrenmode,Baden-Württemberg,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-06-16
R04792,ORD013011,UC07245,P0002,Maxi-Kleid Florencia,Damenmode,Thüringen,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2025-01-02
R04793,ORD007267,UC04053,P0031,Kissen Lino 50x50,Home & Living,NRW,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-09-07
R04794,ORD001567,UC00854,P0027,Sonnenbrille Aviator,Accessoires,Baden-Württemberg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-08-07
R04795,ORD014314,UC07976,P0001,Slim-Fit Bluse,Damenmode,Baden-Württemberg,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-06-28
R04796,ORD002449,UC01354,P0030,Mütze Alpaka,Accessoires,Hessen,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-01-19
R04797,ORD009843,UC05494,P0012,Poloshirt Leon,Herrenmode,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-05-02
R04798,ORD000423,UC00224,P0038,Trinkflasche Steel 750ml,Sport,Berlin,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-06-07
R04799,ORD010723,UC05998,P0035,Bilderrahmen Set 3er,Home & Living,NRW,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2023-10-04
R04800,ORD000684,UC00371,P0012,Poloshirt Leon,Herrenmode,Bayern,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2025-01-15
R04801,ORD010595,UC05922,P0019,Sandalen Riviera,Schuhe,Berlin,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-09-19
R04802,ORD011470,UC06396,P0041,Widerstandsband Set,Sport,Brandenburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-10-14
R04803,ORD006830,UC03814,P0030,Mütze Alpaka,Accessoires,Berlin,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-10-13
R04804,ORD006879,UC03843,P0014,Cargo-Shorts Marc,Herrenmode,Niedersachsen,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-03-24
R04805,ORD010704,UC05989,P0018,Chelsea Boot Bruno,Schuhe,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-01-22
R04806,ORD007035,UC03923,P0019,Sandalen Riviera,Schuhe,NRW,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-02-23
R04807,ORD009464,UC05286,P0002,Maxi-Kleid Florencia,Damenmode,NRW,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-09-22
R04808,ORD007721,UC04299,P0031,Kissen Lino 50x50,Home & Living,Berlin,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-04-03
R04809,ORD010423,UC05825,P0023,Boots Heritage,Schuhe,Bayern,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-12-14
R04810,ORD005239,UC02879,P0023,Boots Heritage,Schuhe,Berlin,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2023-06-09
R04811,ORD014325,UC07984,P0002,Maxi-Kleid Florencia,Damenmode,Bayern,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-02-21
R04812,ORD011431,UC06378,P0016,T-Shirt Basic Pack,Herrenmode,Hamburg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-10-05
R04813,ORD013377,UC07443,P0037,Yoga-Matte Pro,Sport,Baden-Württemberg,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-07-21
R04814,ORD007553,UC04197,P0021,Laufschuh Sprint X,Schuhe,NRW,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-18
R04815,ORD014203,UC07915,P0005,Businesshose Selene,Damenmode,Hessen,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-03-07
R04816,ORD012931,UC07201,P0006,Cardigan Vera,Damenmode,Hamburg,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-06-13
R04817,ORD008851,UC04948,P0018,Chelsea Boot Bruno,Schuhe,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-10-13
R04818,ORD001664,UC00911,P0004,Strickpullover Mila,Damenmode,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-10-10
R04819,ORD013321,UC07410,P0033,Kerzenset Nordic,Home & Living,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-01-16
R04820,ORD013643,UC07593,P0034,Vase Keramik Rund,Home & Living,Baden-Württemberg,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2025-01-09
R04821,ORD007000,UC03910,P0035,Bilderrahmen Set 3er,Home & Living,Bayern,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-10-07
R04822,ORD012330,UC06880,P0012,Poloshirt Leon,Herrenmode,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-12-04
R04823,ORD000410,UC00217,P0013,Leinenhemd Matteo,Herrenmode,Baden-Württemberg,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-07-21
R04824,ORD000471,UC00256,P0001,Slim-Fit Bluse,Damenmode,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-07-09
R04825,ORD004115,UC02270,P0007,Off-Shoulder Top Ida,Damenmode,Baden-Württemberg,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-05-07
R04826,ORD002168,UC01206,P0041,Widerstandsband Set,Sport,NRW,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-10-27
R04827,ORD011759,UC06556,P0039,Laufjacke Wind,Sport,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-11-12
R04828,ORD005681,UC03159,P0041,Widerstandsband Set,Sport,NRW,2,negativ,Material dünn und billig wirkend.,2024-11-12
R04829,ORD002529,UC01396,P0034,Vase Keramik Rund,Home & Living,Hamburg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-10-25
R04830,ORD014324,UC07984,P0015,Strickjacke Finn,Herrenmode,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-03-05
R04831,ORD007530,UC04187,P0004,Strickpullover Mila,Damenmode,Niedersachsen,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-02-12
R04832,ORD014058,UC07832,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-11-26
R04833,ORD009019,UC05042,P0002,Maxi-Kleid Florencia,Damenmode,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-07-25
R04834,ORD009425,UC05266,P0001,Slim-Fit Bluse,Damenmode,Hamburg,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-11-08
R04835,ORD010347,UC05785,P0039,Laufjacke Wind,Sport,NRW,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-04-10
R04836,ORD001388,UC00765,P0001,Slim-Fit Bluse,Damenmode,Berlin,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-11-13
R04837,ORD005689,UC03165,P0034,Vase Keramik Rund,Home & Living,Bayern,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-09-02
R04838,ORD012624,UC07043,P0014,Cargo-Shorts Marc,Herrenmode,Bayern,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-03-05
R04839,ORD005271,UC02897,P0032,Überwurfdecke Merino,Home & Living,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-04-07
R04840,ORD011168,UC06235,P0030,Mütze Alpaka,Accessoires,Hamburg,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-06-22
R04841,ORD002879,UC01591,P0004,Strickpullover Mila,Damenmode,NRW,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-10-24
R04842,ORD005957,UC03306,P0037,Yoga-Matte Pro,Sport,Hamburg,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-03-13
R04843,ORD011499,UC06411,P0041,Widerstandsband Set,Sport,Hamburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-11-04
R04844,ORD005247,UC02882,P0006,Cardigan Vera,Damenmode,Baden-Württemberg,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-08-04
R04845,ORD013175,UC07332,P0032,Überwurfdecke Merino,Home & Living,Bayern,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-06-06
R04846,ORD001693,UC00928,P0007,Off-Shoulder Top Ida,Damenmode,Hessen,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-11-09
R04847,ORD012487,UC06964,P0023,Boots Heritage,Schuhe,Berlin,2,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-10-11
R04848,ORD000376,UC00194,P0007,Off-Shoulder Top Ida,Damenmode,Berlin,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-04-19
R04849,ORD001869,UC01025,P0025,Lederriemen Cognac,Accessoires,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-01-13
R04850,ORD003094,UC01703,P0006,Cardigan Vera,Damenmode,Bayern,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2023-04-09
R04851,ORD001419,UC00780,P0030,Mütze Alpaka,Accessoires,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-01-03
R04852,ORD005992,UC03326,P0005,Businesshose Selene,Damenmode,Baden-Württemberg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-08-05
R04853,ORD007710,UC04290,P0006,Cardigan Vera,Damenmode,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-07-27
R04854,ORD009864,UC05510,P0037,Yoga-Matte Pro,Sport,Hessen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-10-29
R04855,ORD000617,UC00344,P0036,Tablett Bambus,Home & Living,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-07-22
R04856,ORD009302,UC05198,P0039,Laufjacke Wind,Sport,Hessen,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-10-16
R04857,ORD012043,UC06718,P0039,Laufjacke Wind,Sport,Hessen,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-10-11
R04858,ORD011321,UC06317,P0005,Businesshose Selene,Damenmode,Hessen,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-10-23
R04859,ORD009303,UC05199,P0017,Sneaker Urban Run,Schuhe,NRW,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-04-19
R04860,ORD010328,UC05774,P0023,Boots Heritage,Schuhe,Bayern,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-07-24
R04861,ORD000057,UC00026,P0009,Oxford Hemd Classic,Herrenmode,Baden-Württemberg,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-11-07
R04862,ORD014059,UC07832,P0014,Cargo-Shorts Marc,Herrenmode,Baden-Württemberg,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-02-10
R04863,ORD009492,UC05297,P0012,Poloshirt Leon,Herrenmode,Hamburg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-04-25
R04864,ORD012686,UC07070,P0008,Midi-Rock Nora,Damenmode,Hessen,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-10-09
R04865,ORD010530,UC05885,P0001,Slim-Fit Bluse,Damenmode,Hamburg,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-07-06
R04866,ORD007333,UC04088,P0029,Portemonnaie Slim,Accessoires,Hamburg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-12-14
R04867,ORD013169,UC07329,P0015,Strickjacke Finn,Herrenmode,Berlin,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-10-20
R04868,ORD003123,UC01718,P0032,Überwurfdecke Merino,Home & Living,NRW,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-11-04
R04869,ORD006949,UC03878,P0026,Seidenschal Parisien,Accessoires,NRW,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-01-21
R04870,ORD007607,UC04232,P0007,Off-Shoulder Top Ida,Damenmode,Hessen,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-04-17
R04871,ORD013927,UC07757,P0030,Mütze Alpaka,Accessoires,Brandenburg,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-09-20
R04872,ORD008604,UC04806,P0001,Slim-Fit Bluse,Damenmode,Thüringen,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-06-08
R04873,ORD010360,UC05795,P0022,Loafer Classic,Schuhe,Hessen,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-02-12
R04874,ORD000269,UC00138,P0002,Maxi-Kleid Florencia,Damenmode,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-04-23
R04875,ORD003746,UC02060,P0018,Chelsea Boot Bruno,Schuhe,NRW,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-02-04
R04876,ORD008359,UC04662,P0002,Maxi-Kleid Florencia,Damenmode,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-04-12
R04877,ORD002240,UC01248,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-09-18
R04878,ORD010676,UC05975,P0015,Strickjacke Finn,Herrenmode,Bayern,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-06-07
R04879,ORD013048,UC07266,P0007,Off-Shoulder Top Ida,Damenmode,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-05-18
R04880,ORD001822,UC01002,P0017,Sneaker Urban Run,Schuhe,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-10-24
R04881,ORD013165,UC07328,P0011,Kapuzenpulli Anton,Herrenmode,Baden-Württemberg,4,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-12-07
R04882,ORD007833,UC04360,P0011,Kapuzenpulli Anton,Herrenmode,Bayern,2,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-10-07
R04883,ORD000670,UC00367,P0031,Kissen Lino 50x50,Home & Living,Baden-Württemberg,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2023-03-23
R04884,ORD009197,UC05136,P0039,Laufjacke Wind,Sport,NRW,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-09-04
R04885,ORD006687,UC03732,P0003,High-Waist Jeans Luna,Damenmode,Thüringen,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-07-10
R04886,ORD004011,UC02211,P0019,Sandalen Riviera,Schuhe,Baden-Württemberg,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-07-22
R04887,ORD008134,UC04534,P0032,Überwurfdecke Merino,Home & Living,Berlin,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-11-10
R04888,ORD011970,UC06679,P0026,Seidenschal Parisien,Accessoires,Bayern,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-06-06
R04889,ORD000225,UC00112,P0037,Yoga-Matte Pro,Sport,Berlin,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-12-15
R04890,ORD009294,UC05194,P0027,Sonnenbrille Aviator,Accessoires,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-03-22
R04891,ORD013582,UC07557,P0027,Sonnenbrille Aviator,Accessoires,Brandenburg,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-09-13
R04892,ORD002293,UC01273,P0003,High-Waist Jeans Luna,Damenmode,Hamburg,2,negativ,Material dünn und billig wirkend.,2024-05-27
R04893,ORD003062,UC01690,P0025,Lederriemen Cognac,Accessoires,Berlin,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-07-03
R04894,ORD013223,UC07361,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-06-28
R04895,ORD011584,UC06458,P0006,Cardigan Vera,Damenmode,Hessen,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-11-02
R04896,ORD010644,UC05953,P0005,Businesshose Selene,Damenmode,NRW,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-10-25
R04897,ORD007446,UC04144,P0020,Pumps Elegante,Schuhe,Bayern,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-10-25
R04898,ORD011937,UC06660,P0009,Oxford Hemd Classic,Herrenmode,Hessen,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-04-05
R04899,ORD011291,UC06302,P0001,Slim-Fit Bluse,Damenmode,Bayern,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-03-11
R04900,ORD003283,UC01804,P0016,T-Shirt Basic Pack,Herrenmode,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-12-19
R04901,ORD010641,UC05951,P0008,Midi-Rock Nora,Damenmode,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-01-25
R04902,ORD010144,UC05665,P0006,Cardigan Vera,Damenmode,NRW,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-03-21
R04903,ORD002790,UC01542,P0028,Rucksack Campus,Accessoires,Baden-Württemberg,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-05-18
R04904,ORD001715,UC00941,P0018,Chelsea Boot Bruno,Schuhe,Baden-Württemberg,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2025-01-17
R04905,ORD000583,UC00323,P0004,Strickpullover Mila,Damenmode,Berlin,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-11-05
R04906,ORD000254,UC00130,P0014,Cargo-Shorts Marc,Herrenmode,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-07-11
R04907,ORD011053,UC06174,P0036,Tablett Bambus,Home & Living,Hamburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-03-03
R04908,ORD013111,UC07299,P0011,Kapuzenpulli Anton,Herrenmode,Thüringen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-08-28
R04909,ORD003113,UC01713,P0003,High-Waist Jeans Luna,Damenmode,NRW,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-04-01
R04910,ORD009272,UC05183,P0035,Bilderrahmen Set 3er,Home & Living,NRW,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-08-13
R04911,ORD004366,UC02402,P0023,Boots Heritage,Schuhe,Hamburg,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-07-26
R04912,ORD004544,UC02492,P0022,Loafer Classic,Schuhe,NRW,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-12-15
R04913,ORD010193,UC05697,P0022,Loafer Classic,Schuhe,Hessen,2,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2024-08-19
R04914,ORD012699,UC07078,P0002,Maxi-Kleid Florencia,Damenmode,Niedersachsen,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-10-11
R04915,ORD004025,UC02218,P0001,Slim-Fit Bluse,Damenmode,Berlin,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-04-02
R04916,ORD008192,UC04571,P0016,T-Shirt Basic Pack,Herrenmode,Baden-Württemberg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-11-01
R04917,ORD012452,UC06946,P0004,Strickpullover Mila,Damenmode,Berlin,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-08-18
R04918,ORD003703,UC02035,P0015,Strickjacke Finn,Herrenmode,Bayern,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-04-11
R04919,ORD005474,UC03024,P0023,Boots Heritage,Schuhe,Baden-Württemberg,2,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2023-02-26
R04920,ORD013477,UC07499,P0022,Loafer Classic,Schuhe,Berlin,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2024-11-24
R04921,ORD007157,UC03987,P0011,Kapuzenpulli Anton,Herrenmode,Hessen,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-04-20
R04922,ORD014076,UC07841,P0015,Strickjacke Finn,Herrenmode,Baden-Württemberg,2,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-05-18
R04923,ORD004962,UC02723,P0004,Strickpullover Mila,Damenmode,Hessen,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-02-03
R04924,ORD004148,UC02287,P0006,Cardigan Vera,Damenmode,Berlin,2,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2024-01-16
R04925,ORD001853,UC01017,P0023,Boots Heritage,Schuhe,NRW,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-06-29
R04926,ORD002443,UC01351,P0024,Ballerina Soft,Schuhe,Berlin,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-03-18
R04927,ORD002002,UC01104,P0004,Strickpullover Mila,Damenmode,Hessen,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-01-07
R04928,ORD013972,UC07784,P0013,Leinenhemd Matteo,Herrenmode,Niedersachsen,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-07-05
R04929,ORD013609,UC07574,P0012,Poloshirt Leon,Herrenmode,Hessen,2,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-01-13
R04930,ORD004445,UC02441,P0006,Cardigan Vera,Damenmode,NRW,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-05-30
R04931,ORD013536,UC07533,P0006,Cardigan Vera,Damenmode,Bayern,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-12-24
R04932,ORD005759,UC03210,P0014,Cargo-Shorts Marc,Herrenmode,Berlin,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-11-28
R04933,ORD002514,UC01390,P0035,Bilderrahmen Set 3er,Home & Living,Bayern,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2023-04-20
R04934,ORD009363,UC05232,P0030,Mütze Alpaka,Accessoires,Berlin,2,negativ,Material dünn und billig wirkend.,2024-10-04
R04935,ORD003419,UC01873,P0041,Widerstandsband Set,Sport,Hamburg,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-08-09
R04936,ORD008360,UC04663,P0022,Loafer Classic,Schuhe,Hessen,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-02-09
R04937,ORD014185,UC07905,P0019,Sandalen Riviera,Schuhe,NRW,1,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2023-11-18
R04938,ORD013914,UC07749,P0011,Kapuzenpulli Anton,Herrenmode,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-03-02
R04939,ORD009442,UC05274,P0012,Poloshirt Leon,Herrenmode,Baden-Württemberg,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-03-13
R04940,ORD006124,UC03399,P0006,Cardigan Vera,Damenmode,Sachsen,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-02-01
R04941,ORD013987,UC07794,P0023,Boots Heritage,Schuhe,Bayern,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-09-22
R04942,ORD011959,UC06673,P0040,Sporttasche Gym Plus,Sport,Hessen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-01-20
R04943,ORD001395,UC00768,P0027,Sonnenbrille Aviator,Accessoires,Bayern,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-03-23
R04944,ORD010173,UC05687,P0020,Pumps Elegante,Schuhe,Berlin,2,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2024-11-07
R04945,ORD011726,UC06539,P0022,Loafer Classic,Schuhe,Berlin,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-12-27
R04946,ORD011412,UC06370,P0016,T-Shirt Basic Pack,Herrenmode,Bayern,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-06-25
R04947,ORD010636,UC05948,P0006,Cardigan Vera,Damenmode,Berlin,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-09-10
R04948,ORD006263,UC03476,P0012,Poloshirt Leon,Herrenmode,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-06-17
R04949,ORD012262,UC06843,P0036,Tablett Bambus,Home & Living,Sachsen,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-09-20
R04950,ORD011042,UC06170,P0006,Cardigan Vera,Damenmode,Thüringen,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-11-25
R04951,ORD002626,UC01447,P0029,Portemonnaie Slim,Accessoires,NRW,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-08-29
R04952,ORD005577,UC03089,P0009,Oxford Hemd Classic,Herrenmode,Sachsen,1,negativ,Material dünn und billig wirkend.,2024-10-05
